row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
31,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Gregorian chants--Italy--Manuscripts--Early works to 1800,a--z--v--v,Gregorian chants;Italy;Manuscripts;Early works,http://id.worldcat.org/fast/947816;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
32,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Gregorian chants--Manuscripts--Early works to 1800,a--v--v,Gregorian chants--Manuscripts;Manuscripts;Early works,http://id.worldcat.org/fast/947821;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
33,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Gregorian chants--Manuscripts--Early worsk to 1800,a--x--v,Gregorian chants--Manuscripts;Manuscripts;Early works,http://id.worldcat.org/fast/947821;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636,0,,,
34,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.403001400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Gregorian chants--Spain--Early works to 1800,a--z--v,,,0,,Gregorian chants;Spain;Early works,http://id.worldcat.org/fast/947816;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636
35,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.740962900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Gregorian chants--Spain--Manuscripts--Early works to 1800,a--z--v--v,Gregorian chants;Spain;Manuscripts;Early works,http://id.worldcat.org/fast/947816;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,0,,,
36,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Hinduism--Sacred books--Early works to 1800,a--v--v,Hinduism--Sacred books;Sacred books;Early works,http://id.worldcat.org/fast/957158;http://id.worldcat.org/fast/1423905;http://id.worldcat.org/fast/1411636,0,,,
37,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.433056Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Horses--Diseases--Early works to 1800,a--x--v,,,0,,Horses--Diseases;Diseases;Early works,http://id.worldcat.org/fast/960626;http://id.worldcat.org/fast/895158;http://id.worldcat.org/fast/1411636
38,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Hymns, Ethiopic",a,,,0,,"Hymns, Ethiopic",http://id.worldcat.org/fast/965555
39,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Islam--Prayers and devotions--Early works to 1800,a--v--v,,,0,,Islam--Prayers and devotions;Prayers and devotions;Early works,http://id.worldcat.org/fast/979821;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
40,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Japanese poetry--Heian period, 794-1185",a--y,Japanese poetry;794-1185,http://id.worldcat.org/fast/981898;http://id.worldcat.org/fast/1355967,0,,,
