row_index,workflow_history,place_as_recorded,authorized_label,structured_value
60,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","France?, Champagne?",France|Champagne,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7658604
61,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Germany,Germany,http://vocab.getty.edu/tgn/7000084
62,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Germany (?),Germany,http://vocab.getty.edu/tgn/7000084
63,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Bavaria",Germany|Bavaria,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7003669
64,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Bavaria or west Austria?",Germany|Bavaria|Austria,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7003669;http://vocab.getty.edu/tgn/1000062
65,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Lorraine",Germany|Lorraine,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7024272
66,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Rhineland",Germany|Rhineland,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7003683
67,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Rhineland, upper",Germany|Rhineland,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7003683
68,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Thuringia",Germany|Thuringia,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7024274
69,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Germany, Upper Swabia",Germany|Oberschwaben,http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7118137
70,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Germany?,Germany,http://vocab.getty.edu/tgn/7000084
71,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Ghent?, Belgium",Ghent|Belgium,http://vocab.getty.edu/tgn/7007887;http://vocab.getty.edu/tgn/1000063
72,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Granada,Granada,http://vocab.getty.edu/tgn/7007703
73,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",India,India,http://vocab.getty.edu/tgn/7000198
74,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Iran,Iran,http://vocab.getty.edu/tgn/7000231
75,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Italy,Italy,http://vocab.getty.edu/tgn/1000080
76,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Italy (?),Italy,http://vocab.getty.edu/tgn/1000080
77,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Italy (Fabriano),Italy|Fabriano,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7004004
78,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Campania",Italy|Campania,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003005
79,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Campania (?)",Italy|Campania,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003005
80,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Campania?",Italy|Campania,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003005
81,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Emilia-romagna",Italy|Emilia-Romagna,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7008516
82,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Ferrara",Italy|Ferrara,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7004264
83,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Latium",Italy|Latium,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7594274
84,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Latium (?)",Italy|Latium,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7594274
85,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Lazio",Italy|Lazio,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003080
86,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Lazio?",Italy|Lazio,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003080
87,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Liguria",Italy|Liguria,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003236
88,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Lombardy",Italy|Lombardy,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003237
89,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Lombardy or Savoy",Italy|Lombardy|Savoy,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003237;http://vocab.getty.edu/tgn/7024413
90,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Lombardy?",Italy|Lombardy,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003237
91,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Piedmont",Italy|Piedmont,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003120
92,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Sicily",Italy|Sicily,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003122
93,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Tuscany",Italy|Tuscany,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7009760
94,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Tuscany (?)",Italy|Tuscany,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7009760
95,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Tuscany?",Italy|Tuscany,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7009760
96,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Umbria",Italy|Umbria,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003125
97,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Umbria ?",Italy|Umbria,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003125
98,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Umbria?",Italy|Umbria,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003125
99,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Veneto",Italy|Veneto,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997
100,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy, Veneto ?",Italy|Veneto,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997
101,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Italy?,Italy,http://vocab.getty.edu/tgn/1000080
102,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Italy?, Emilia Romagna",Italy|Emilia-Romagna,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7008516
103,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","London?, England",London|England,http://vocab.getty.edu/tgn/7011781;http://vocab.getty.edu/tgn/7002445
104,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Low Countries,Low Countries,http://vocab.getty.edu/tgn/7029439
105,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Low Countries, Lorraine",Low Countries|Lorraine,http://vocab.getty.edu/tgn/7029439;http://vocab.getty.edu/tgn/7024272
106,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Low countries,Low Countries,http://vocab.getty.edu/tgn/7029439
107,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Malta,Malta,http://vocab.getty.edu/tgn/7005729
108,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Mexico,Mexico,http://vocab.getty.edu/tgn/7005560
109,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Milan, Italy",Milan|Italy,http://vocab.getty.edu/tgn/7005903;http://vocab.getty.edu/tgn/1000080
110,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Milan, Lombardy, Italy",Milan|Lombardy|Italy,http://vocab.getty.edu/tgn/7005903;http://vocab.getty.edu/tgn/7003237;http://vocab.getty.edu/tgn/1000080
111,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Morocco,Morocco,http://vocab.getty.edu/tgn/1000179
112,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Naples, Italy",Naples|Italy,http://vocab.getty.edu/tgn/7004474;http://vocab.getty.edu/tgn/1000080
113,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Netherlands,Netherlands,http://vocab.getty.edu/tgn/7016845
114,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Netherlands (now Ger, Cleves",Netherlands|Ger|Cleves,http://vocab.getty.edu/tgn/7016845;http://vocab.getty.edu/tgn/7647352;http://vocab.getty.edu/tgn/7012313
115,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Netherlands, Brabant",Netherlands|Brabant,http://vocab.getty.edu/tgn/7016845;http://vocab.getty.edu/tgn/7003463
116,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.624Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z","Netherlands, Holland",Netherlands|Holland,http://vocab.getty.edu/tgn/7016845;http://vocab.getty.edu/tgn/1003759
117,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.625Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Netherlands?,Netherlands,http://vocab.getty.edu/tgn/7016845
118,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.625Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Nola,Nola,http://vocab.getty.edu/tgn/7004644
119,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.625Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",North Africa,North Africa,http://vocab.getty.edu/tgn/7016886
120,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-27T04:46:32.625Z | PLACE RECON, STEP 3: START RECON 2022-05-27T04:49:09.100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-27T04:49:34.427Z | PLACE RECON, STEP 6: FINALIZED 2022-05-27T04:51:02.995Z",Northern Italy,Northern Italy,http://vocab.getty.edu/tgn/4005363
